"Date","Group","SF","Normalized_TWF","pLWP","mLWP"
"2019-10-04","Drought-sensitive canopy",184.040975396467,82.2432921279709,-0.263378110127081,-0.679768985411163
"2019-10-04","Drought-sensitive understory",2.47598863460687,1.25805002246518,-0.299668845329305,-0.761326414862421
"2019-10-04","Drought-tolerant canopy",10.5989493236146,4.40547919954839,-0.437556310575792,-0.72255722041205
"2019-10-04","Drought-tolerant understory",4.39985398625292,2.05527586087718,-0.205223662196305,-0.702858115114945
"2019-10-05","Drought-sensitive canopy",182.905443799079,95.8652550085828,-0.276927954803061,-0.708261035867658
"2019-10-05","Drought-sensitive understory",2.45920902183732,1.22579232958146,-0.320598015703539,-0.792857635206715
"2019-10-05","Drought-tolerant canopy",10.4847961100662,5.21192152164146,-0.471931782371457,-0.760979964109405
"2019-10-05","Drought-tolerant understory",4.44256265118038,2.02301816799346,-0.217037195214066,-0.756746794754094
"2019-10-06","Drought-sensitive canopy",181.513278061742,92.6671351712538,-0.289259268847882,-0.736243746335858
"2019-10-06","Drought-sensitive understory",2.43585146944465,1.43316321240539,-0.341387909337939,-0.824380470779921
"2019-10-06","Drought-tolerant canopy",10.38008488308,4.66354074261817,-0.505874238810245,-0.798191361421399
"2019-10-06","Drought-tolerant understory",4.48800636910125,2.09214179560143,-0.228264210307647,-0.808995416586419
"2019-10-07","Drought-sensitive canopy",179.951812490465,96.0127187474799,-0.300620870319116,-0.763742231368778
"2019-10-07","Drought-sensitive understory",2.40677719138603,1.20735936221933,-0.361945757005932,-0.855570380682867
"2019-10-07","Drought-tolerant canopy",10.2887899466935,5.69117867305676,-0.539107575362244,-0.833975833968655
"2019-10-07","Drought-tolerant understory",4.54690586445427,1.94467805670442,-0.238955445543261,-0.85922118241197
"2019-10-08","Drought-sensitive canopy",178.329421225982,89.6026543473001,-0.311261577274336,-0.790781605519426
"2019-10-08","Drought-sensitive understory",2.37385912426643,1.15206046013295,-0.382178789480945,-0.886102824016377
"2019-10-08","Drought-tolerant canopy",10.212493630285,5.64509625465144,-0.571355687497546,-0.868117803371795
"2019-10-08","Drought-tolerant understory",4.62687662325348,1.81564728516953,-0.24916163898712,-0.907041294030798
"2019-10-09","Drought-sensitive canopy",176.631687775788,84.3815163419776,-0.321430207771115,-0.817386983340815
"2019-10-09","Drought-sensitive understory",2.33737720821212,1.10597804172763,-0.401994237536404,-0.915653259881277
"2019-10-09","Drought-tolerant canopy",10.1487011303343,5.44233361366805,-0.602342470686241,-0.900401691251441
"2019-10-09","Drought-tolerant understory",4.72300739187941,1.82947201069112,-0.258933528705435,-0.952072953242957
"2019-10-10","Drought-sensitive canopy",174.844195647379,79.4230481215654,-0.331375579867026,-0.843583479385956
"2019-10-10","Drought-sensitive understory",2.29761138334939,1.05989562332231,-0.421299331945736,-0.943897147378394
"2019-10-10","Drought-tolerant canopy",10.0949176433209,5.39625119526273,-0.63179182039842,-0.930611919228216
"2019-10-10","Drought-tolerant understory",4.83038691671261,1.71426596467783,-0.268321852764419,-0.993933361848498
"2019-10-11","Drought-sensitive canopy",172.95252834825,80.667273418509,-0.341346511619642,-0.869396208207861
"2019-10-11","Drought-sensitive understory",2.25484158980452,1.0875450743655,-0.440001303482369,-0.970509945608553
"2019-10-11","Drought-tolerant canopy",10.0486483657244,5.01376712249859,-0.659427632104173,-0.958532908922742
"2019-10-11","Drought-tolerant understory",4.9441039441336,2.06910058639877,-0.277377349230284,-1.03223972164747
"2019-10-12","Drought-sensitive canopy",170.942269385896,78.1788228246218,-0.351591821086535,-0.894850284359542
"2019-10-12","Drought-sensitive understory",2.2093477677038,1.06911210700338,-0.45800738291973,-0.99516711367258
"2019-10-12","Drought-tolerant canopy",10.0073984940245,5.08289075010656,-0.684973801273592,-0.983949081955641
"2019-10-12","Drought-tolerant understory",5.05924722052293,1.98154399142867,-0.286150756169241,-1.06660923443993
"2019-10-13","Drought-sensitive canopy",168.799002267812,77.5889678690338,-0.36236032632528,-0.919970822394009
"2019-10-13","Drought-sensitive understory",2.16140985717352,1.07372034884391,-0.475224801031244,-1.0175441106713
"2019-10-13","Drought-tolerant canopy",9.9686732247007,5.00915888065806,-0.708154223376766,-1.00664485994754
"2019-10-13","Drought-tolerant understory",5.17090549226113,2.22578080897686,-0.294692811647503,-1.09665910202593
"2019-10-14","Drought-sensitive canopy",166.508310501493,79.3815739450006,-0.373900845393448,-0.944782936864274
"2019-10-14","Drought-sensitive understory",2.11130779833995,1.07372034884391,-0.49156078859034,-1.03731639570554
"2019-10-14","Drought-tolerant canopy",9.9299777542327,5.11514844299029,-0.728692793883787,-1.02640466451905
"2019-10-14","Drought-tolerant understory",5.27416750572872,2.35481158051175,-0.303054253731282,-1.12200652620551
"2019-10-15","Drought-sensitive canopy",164.055777594434,76.542896971233,-0.386462196348613,-0.969311742323349
"2019-10-15","Drought-sensitive understory",2.05932153132937,1.11980276724923,-0.506922576370444,-1.05415942787613
"2019-10-15","Drought-tolerant canopy",9.88881727910009,2.63591433278418,-0.746313408264745,-1.0430129172908
"2019-10-15","Drought-tolerant understory",5.36412200730626,2.47462586836557,-0.311285820486789,-1.14226870877873
"2019-10-16","Drought-sensitive canopy",161.42698705413,74.575177705326,-0.400293197248348,-0.993582353324246
"2019-10-16","Drought-sensitive understory",2.00573099626808,0.990771995714335,-0.521217395144983,-1.06774866628389
"2019-10-16","Drought-tolerant canopy",9.84269699578249,3.41470720383406,-0.76073996198973,-1.05625403988342
"2019-10-16","Drought-tolerant understory",5.43585774337426,2.41011048259813,-0.319438249980237,-1.15706285154565
"2019-10-17","Drought-sensitive canopy",158.607522388076,72.7134480017511,-0.415642666150225,-1.01761988441997
"2019-10-17","Drought-sensitive understory",1.95081613328235,1.02763793043859,-0.534352475687383,-1.07775957002964
"2019-10-17","Drought-tolerant canopy",9.78912210075952,3.65894402138224,-0.771696350528834,-1.06591245391752
"2019-10-17","Drought-tolerant understory",5.48446346031327,2.70042971855163,-0.327562280277837,-1.16600615630631
"2019-10-18","Drought-sensitive canopy",155.382217978617,55.7320768193915,-0.432759421111818,-1.04144945016355
"2019-10-18","Drought-sensitive understory",1.88832842342151,0.852524740498381,-0.546235048771072,-1.08386759821422
"2019-10-18","Drought-tolerant canopy",9.73234002307546,2.84328521560811,-0.778906469352147,-1.07177258101372
"2019-10-18","Drought-tolerant understory",5.52027458630534,2.24421377633898,-0.335708649445802,-1.16871582486076
"2019-10-19","Drought-sensitive canopy",151.612047182351,66.3678989873388,-0.4518922801907,-1.06509616510798
"2019-10-19","Drought-sensitive understory",1.81347891496852,0.820267047614659,-0.556772345169477,-1.08574820993844
"2019-10-19","Drought-tolerant canopy",9.67810393288726,4.46077810163477,-0.78209421392976,-1.07361884279266
"2019-10-19","Drought-tolerant understory",5.55622277392624,2.79259455536226,-0.343928095550343,-1.16480905900906
"2019-10-20","Drought-sensitive canopy",147.396801968156,65.303395122176,-0.473290061444443,-1.08858514380627
"2019-10-20","Drought-sensitive understory",1.72873689890008,0.764968145528277,-0.565871595656025,-1.08307686430315
"2019-10-20","Drought-tolerant canopy",9.62617763834354,3.6958099561065,-0.780983479731762,-1.07123566087495
"2019-10-20","Drought-tolerant understory",5.59129110614709,2.71425444407323,-0.352271356657673,-1.15390306055126
"2019-10-21","Drought-sensitive canopy",142.836274304909,68.5798550707941,-0.49720158293062,-1.11194150081144
"2019-10-21","Drought-sensitive understory",1.63657166619293,0.71888572712296,-0.573440031004142,-1.07552902040915
"2019-10-21","Drought-tolerant canopy",9.57632494759291,4.34096381378095,-0.775298162228246,-1.06440745688121
"2019-10-21","Drought-tolerant understory",5.62446266593901,3.26263522309651,-0.360789170834004,-1.13561503128741
"2019-10-22","Drought-sensitive canopy",138.030256161487,62.9485835416643,-0.523875662706805,-1.13519035067651
"2019-10-22","Drought-sensitive understory",1.53945250782379,0.640545615833919,-0.579384881987256,-1.06278013735728
"2019-10-22","Drought-tolerant canopy",9.52830966878396,4.80639623967466,-0.764762156889301,-1.05291865243207
"2019-10-22","Drought-tolerant understory",5.6547205362731,3.31793412518289,-0.369532276145546,-1.10956217301755
"2019-10-23","Drought-sensitive canopy",133.078539506766,61.1559774656974,-0.553561118830571,-1.15835680795447
"2019-10-23","Drought-sensitive understory",1.43984871476937,0.635937373993387,-0.583613379378793,-1.04450567424836
"2019-10-23","Drought-tolerant canopy",9.48189561006533,5.363993502379,-0.749099359185019,-1.03655366914815
"2019-10-23","Drought-tolerant understory",5.68104780012049,3.22576928837225,-0.378551410658514,-1.07536168754176
"2019-10-24","Drought-sensitive canopy",128.080916309625,51.9256690591122,-0.58650676935949,-1.18146598719835
"2019-10-24","Drought-sensitive understory",1.3402295780064,0.56681374638541,-0.58603275395218,-1.02038109018321
"2019-10-24","Drought-tolerant canopy",9.4368465795856,5.07828250826603,-0.728033664585489,-1.01509692865006
"2019-10-24","Drought-tolerant understory",5.7024275404523,3.65433577954171,-0.387897312439118,-1.03263077666007
"2019-10-25","Drought-sensitive canopy",123.137178538938,63.0177071692722,-0.622961432351135,-1.20454300296115
"2019-10-25","Drought-sensitive understory",1.24306438851161,0.548380779023283,-0.586550236480844,-0.990081844262676
"2019-10-25","Drought-tolerant canopy",9.39292638549339,4.41469568322946,-0.701288968560802,-0.988332852558445
"2019-10-25","Drought-tolerant understory",5.71784284023963,3.14282093524268,-0.39762071955357,-0.980986642172531
"2019-10-26","Drought-sensitive canopy",118.347118163585,59.5154433704681,-0.655794843069961,-1.22606074151104
"2019-10-26","Drought-sensitive understory",1.15082243726171,0.493081876936902,-0.586136489717759,-0.959157173148057
"2019-10-26","Drought-tolerant canopy",9.34989883593732,5.0736742664255,-0.674108725700245,-0.960567702594289
"2019-10-26","Drought-tolerant understory",5.72627678245361,2.96309950346194,-0.40475683563655,-0.927202422461697
"2019-10-27","Drought-sensitive canopy",113.810527152441,58.05923894886,-0.679140115684798,-1.24491466033401
"2019-10-27","Drought-sensitive understory",1.06597301523342,0.442391216691052,-0.585969155289859,-0.933360654682059
"2019-10-27","Drought-tolerant canopy",9.30752773906598,5.39625119526273,-0.651466655912158,-0.93602848639552
"2019-10-27","Drought-tolerant understory",5.72671245006535,2.8847593921729,-0.407233154771455,-0.878200218145507
"2019-10-28","Drought-sensitive canopy",109.627197474384,54.5108927316506,-0.695141136609786,-1.26176373080984
"2019-10-28","Drought-sensitive understory",0.990985413403464,0.405525281966798,-0.586265932281518,-0.912674259737584
"2019-10-28","Drought-tolerant canopy",9.26557690302799,4.45156161795371,-0.632682052645216,-0.914380744458144
"2019-10-28","Drought-tolerant understory",5.71813292604597,2.87554290849184,-0.406438850697577,-0.833820674377109
"2019-10-29","Drought-sensitive canopy",105.896921098291,53.0039976497967,-0.705941792259065,-1.2772669243183
"2019-10-29","Drought-sensitive understory",0.928328922748569,0.465432425893711,-0.587244519777105,-0.897079959187536
"2019-10-29","Drought-tolerant canopy",9.22381013597196,3.68659347242543,-0.617074209348095,-0.895290017278169
"2019-10-29","Drought-tolerant understory",5.69952129336658,1.96771926590707,-0.403763097154207,-0.793904436309652
"2019-10-30","Drought-sensitive canopy",102.417573418548,46.5017684128063,-0.713685969046774,-1.29208321223918
"2019-10-30","Drought-sensitive understory",0.873946904015833,0.364051105402012,-0.589122616860993,-0.886559723904817
"2019-10-30","Drought-tolerant canopy",9.18773390304912,3.34558357622608,-0.603962419469469,-0.878421845351602
"2019-10-30","Drought-tolerant understory",5.66893182180503,1.52071980737549,-0.400595067880636,-0.758292149096283
"2019-10-31","Drought-sensitive canopy",98.934257770672,42.9995046140021,-0.720517553387053,-1.30687156595225
"2019-10-31","Drought-sensitive understory",0.822139920058629,0.271886268591376,-0.592117922617553,-0.88109552476233
"2019-10-31","Drought-tolerant canopy",9.16118785633806,4.28566491169457,-0.592665976458014,-0.863441769174449
"2019-10-31","Drought-tolerant understory",5.62634291309864,2.47462586836557,-0.398323936616156,-0.726824457890151
"2019-11-01","Drought-sensitive canopy",95.467608035236,33.5572170827525,-0.728580431694041,-1.32229095683728
"2019-11-01","Drought-sensitive understory",0.772913065013082,0.235020333867121,-0.596448136131156,-0.880669332632978
"2019-11-01","Drought-tolerant canopy",9.14143558437843,4.43773689243211,-0.582504173762405,-0.850015329242718
"2019-11-01","Drought-tolerant understory",5.57362384815776,2.47001762652504,-0.398338877100057,-0.699342007844404
"2019-11-02","Drought-sensitive canopy",92.0382580928123,41.5939908526399,-0.733885512848939,-1.33818256366019
"2019-11-02","Drought-sensitive understory",0.726271433015319,0.221195608345526,-0.601632663176706,-0.885485652247398
"2019-11-02","Drought-tolerant canopy",9.12574067570986,4.20732480040553,-0.574743589891881,-0.838358001926506
"2019-11-02","Drought-tolerant understory",5.51264390789274,2.44236817548185,-0.398351069644488,-0.677240410100478
"2019-11-03","Drought-sensitive canopy",88.6668418239734,41.6308567873642,-0.732619451482349,-1.35396276333527
"2019-11-03","Drought-sensitive understory",0.682220118201463,0.281102752272439,-0.607263505458308,-0.895672123074608
"2019-11-03","Drought-tolerant canopy",9.11136671887201,4.59902535685073,-0.570595002226387,-0.82877741041979
